title,type,portal_title,parent_and_id_1,parent_and_id_2,parent_and_id_3,parent_and_id_4,url,begin,rs,associated_rs,wikidata,hosting,technology,api,api_list_children,dcat_ap_de,last_check
Mayen,municipality,Stadt Mayen,daten.rlp.de|stadt_mayen,,,,https://daten.rlp.de/organization/stadt_mayen,,071370068068,,Q516611,,,,,,2023-05-30
mCLOUD,portal,mCLOUD,http://dcat-ap.de/def/contributors/mCloud,,,,https://www.mcloud.de/,2016-05-18,,,Q63433362,ITZBund,InGRID,,https://www.mcloud.de/web/guest/suche/,https://www.mcloud.de/export/datasets?page=1&pageSize=10000,2023-02-13
Mecklenburg-Vorpommern,state,Land Mecklenburg-Vorpommern,http://dcat-ap.de/def/contributors/mecklenburgVorpommern,,,,,,13,,Q1196,,,,,,2023-02-15
Mecklenburgische Seenplatte,district,Landkreis Mecklenburgische Seenplatte,mcloud.de|LandkreisMecklenburgischeSeenplatte,,,,,,13071,,Q2902,,,,,,2023-07-28
Meerbusch,municipality,Stadt Meerbusch,open.nrw|meerbusch,geoportal.de|StadtMeerbusch,,,https://opendata.meerbusch.de/,2017-02-11,051620022022,,Q4105,Viderum,CKAN,https://opendata.meerbusch.de/api/3/action/package_list,,,2023-05-30
Meiningen,collectiveMunicipality,Stadt Meiningen und der beauftragenden Gemeinden,geoportal.de|StadtMeiningenundderbeauftragendenGemeinden,,,,,,160665050,,Q487278,,,,,,2023-08-14
Meisenheim (ehemals),collectiveMunicipality,Verbandsgemeinde Meisenheim,daten.rlp.de|verbandsgemeinde_meisenheim,,,,https://daten.rlp.de/organization/verbandsgemeinde_meisenheim,,07133065,,Q688972,,,,,,2023-05-30
Meißen,district,Landratsamt Meißen,geoportal.de|LandratsamtMeien,,,,,,14627,,Q6313,,,,,,2023-07-28
Melle,municipality,Stadt Melle,geoportal.de|StadtMelle,,,,,,034590024024,,Q6954,,,,,,2023-07-24
Mellingen,collectiveMunicipality,Verwaltungsgemeinschaft Mellingen,geoportal.de|VerwaltungsgemeinschaftMellingen,,,,,,160715008,,Q884112,,,,,,2023-09-19
Menden (Sauerland),municipality,Stadt Menden (Sauerland),geoportal.de|StadtMendenSauerland,geoportal.de|StadtverwaltungMenden,,,,,059620040040,,Q4086,,,,,,2023-09-09
Merzenich,municipality,Merzenich,offenedaten.kdvz-frechen.de|merzenich,offenedaten.kdvz.nrw|merzenich,,,http://offenedaten.kdvz-frechen.de/group/merzenich,2016-11-08,053580040040,,Q200044,Stadt Köln,DKAN,,,,2023-08-27
Metropolregion Rhein-Neckar,regionalNetwork,Metropolregion Rhein-Neckar,http://dcat-ap.de/def/contributors/metropolregionRheinNeckar,mcloud.de|MetropolregionRheinNeckar,,,https://daten.digitale-mrn.de/,,,,Q559125,,CKAN,https://daten.digitale-mrn.de/api/3/action/package_list,https://daten.digitale-mrn.de/api/3/action/organization_list,,2023-08-11
Minden-Lübbecke,district,Kreis Minden-Lübbecke,geoportal.de|KreisMindenLbbecke,,,,,,05770,,Q6239,,,,,,2023-07-15
Minheim,municipality,Ortsgemeinde Minheim,daten.rlp.de|ortsgemeinde_minheim,,,,,,072315001086,,Q524796,,,,,,2023-07-19
Ministerium für Allgemeine und Berufliche Bildung， Wissenschaft， Forschung und Kultur,stateAgency,Ministerium für Allgemeine und Berufliche Bildung， Wissenschaft， Forschung und Kultur,opendata.schleswig-holstein.de|mbwfk,,,,,,,01,,,,,,,2023-08-15
Ministerium für Arbeit， Gesundheit und Soziales des Landes Nordrhein-Westfalen,stateAgency,Ministerium für Arbeit， Gesundheit und Soziales des Landes Nordrhein-Westfalen,geoportal.de|MinisteriumfrArbeitGesundheitundSozialesdesLandesNordrheinWestfalen,,,,,,,05,Q1937023,,,,,,2023-08-16
Ministerium für Bildung， Wissenschaft und Kultur des Landes Schleswig-Holstein,stateAgency,Ministerium für Bildung， Wissenschaft und Kultur,opendata.schleswig-holstein.de|mbwk,,,,,,,01,Q31841253,,,,,,2023-07-17
Ministerium für Energiewende， Klimaschutz， Umwelt und Natur,stateAgency,Ministerium für Energiewende， Klimaschutz， Umwelt und Natur,opendata.schleswig-holstein.de|mekun,geoportal.de|MinisteriumfrEnergiewendeKlimaschutzUmweltundNaturMEKUN,geoportal.de|MinisteriumfrEnergiewendeKlimaschutzUmweltundNaturdesLandesSchleswigHolsteinMEKUN,,,,,01,,,,,,,2023-08-15
Ministerium für Energiewende， Landwirtschaft， Umwelt， Natur und Digitalisierung des Landes Schleswig-Holstein,stateAgency,Ministerium für Energiewende， Landwirtschaft， Umwelt， Natur und Digitalisierung,opendata.schleswig-holstein.de|melund,,,,,,,01,Q31840727,,,,,,2023-07-17
Ministerium für Heimat， Kommunales， Bau und Digitalisierung des Landes Nordrhein-Westfalen,stateAgency,Ministerium für Heimat， Kommunales， Bau und Digitalisierung des Landes Nordrhein-Westfalen,geoportal.de|MinisteriumfrHeimatKommunalesBauundDigitalisierungdesLandesNordrheinWestfalen,,,,,,,05,Q31841289,,,,,,2023-08-16
Ministerium für Heimat， Kommunales， Bau und Gleichstellung des Landes Nordrhein-Westfalen,stateAgency,Ministerium für Heimat， Kommunales， Bau und Gleichstellung des Landes Nordrhein-Westfalen,geoportal.de|MinisteriumfrHeimatKommunalesBauundGleichstellungdesLandesNordrheinWestfalen,,,,,,,05,,,,,,,2023-08-16
Ministerium für Inneres， Kommunales， Wohnen und Sport,stateAgency,Ministerium für Inneres， Kommunales， Wohnen und Sport,geoportal.de|MinisteriumfrInneresKommunalesWohnenundSport,opendata.schleswig-holstein.de|mikws,mcloud.de|OpenDataSchleswigHolsteinMinisteriumfrInneresKommunalesWohnenundSport,,,,,01,,,,,,,2023-08-15
Ministerium für Inneres， ländliche Räume， Integration und Gleichstellung des Landes Schleswig-Holstein,stateAgency,Ministerium für Inneres， ländliche Räume， Integration und Gleichstellung,opendata.schleswig-holstein.de|milig,mcloud.de|OpenDataSchleswigHolsteinMinisteriumfrInnereslndlicheRumeIntegrationundGleichstellung,,,,,,01,Q94734782,,,,,,2023-07-18
Ministerium für Justiz und Gesundheit des Landes Schleswig-Holstein,stateAgency,Ministerium für Justiz und Gesundheit,opendata.schleswig-holstein.de|mjg,,,,,,,01,Q23824541,,,,,,2023-07-18
Ministerium für Kinder， Jugend， Familie， Gleichstellung， Flucht und Integration des Landes Nordrhein-Westfalen,stateAgency,Ministerium für Kinder， Jugend， Familie， Gleichstellung， Flucht und Integration des Landes Nordrhein-Westfalen,geoportal.de|MinisteriumfrKinderJugendFamilieGleichstellungFluchtundIntegrationdesLandesNordrheinWestfalen,,,,,,,05,Q1680188,,,,,,2023-08-16
Ministerium für Klimaschutz， Umwelt， Energie und Mobilität Rheinland-Pfalz,stateAgency,Ministerium für Klimaschutz， Umwelt， Energie und Mobilität,daten.rlp.de|mkuem,,,,,,,07,Q1330854,,,,,,2023-07-18
Ministerium für Landwirtschaft， ländliche Räume， Europa und Verbraucherschutz,stateAgency,Ministerium für Landwirtschaft， ländliche Räume， Europa und Verbraucherschutz,opendata.schleswig-holstein.de|mllev,,,,,,,01,Q112824021,,,,,,2023-08-15
Ministerium für Soziales， Arbeit， Gesundheit und Demografie Rheinland Pfalz,stateAgency,Ministerium für Soziales， Arbeit， Gesundheit und Demografie,daten.rlp.de|msagd,,,,,,,07,Q1717202,,,,,,2023-07-18
Ministerium für Soziales， Gesundheit， Jugend， Familie und Senioren des Landes Schleswig-Holstein,stateAgency,Ministerium für Soziales， Gesundheit， Jugend， Familie und Senioren,opendata.schleswig-holstein.de|msgjfs,,,,,,,01,Q1937029,,,,,,2023-07-17
Ministerium für Soziales， Jugend， Familie， Senioren， Integration und Gleichstellung,stateAgency,Ministerium für Soziales， Jugend， Familie， Senioren， Integration und Gleichstellung,opendata.schleswig-holstein.de|msjfsig,,,,,,,01,,,,,,,2023-08-15
Ministerium für Umwelt， Naturschutz und Verkehr des Landes Nordrhein-Westfalen,stateAgency,Ministerium für Umwelt， Naturschutz und Verkehr des Landes Nordrhein-Westfalen,geoportal.de|MinisteriumfrUmweltNaturschutzundVerkehrdesLandesNordrheinWestfalen,,,,,,,05,Q1937035,,,,,,2023-08-16
Ministerium für Wirtschaft， Industrie， Klimaschutz und Energie des Landes Nordrhein-Westfalen,stateAgency,Ministerium für Wirtschaft， Industrie， Klimaschutz und Energie des Landes Nordrhein-Westfalen,geoportal.de|MinisteriumfrWirtschaftIndustrieKlimaschutzundEnergiedesLandesNordrheinWestfalen,,,,,,,05,,,,,,,2023-08-16
Ministerium für Wirtschaft， Verkehr， Arbeit， Technologie und Tourismus,stateAgency,Ministerium für Wirtschaft， Verkehr， Arbeit， Technologie und Tourismus,opendata.schleswig-holstein.de|mwvatt,mcloud.de|OpenDataSchleswigHolsteinMinisteriumfrWirtschaftVerkehrArbeitTechnologieundTourismus,,,,,,01,Q31841252,,,,,,2023-08-15
Mittelsachsen,district,Landratsamt Mittelsachsen,geoportal.de|LandratsamtMittelsachsen,,,,,,14522,,Q6328,,,,,,2023-07-28
Mittenwalde,municipality,Stadt Mittenwalde,mcloud.de|GovDataStadtMittenwalde,,,,http://stadt-mittenwalde.opendata.arcgis.com/,,120610332332,,Q574811,,ArcGIS,,,,2023-05-30
MobiData BW,other,MobiData BW,www.daten-bw.de|mobidata-bw,,,,https://www.mobidata-bw.de/,,,08,Q1963808,,CKAN,https://www.mobidata-bw.de/api/3,https://www.mobidata-bw.de/api/3/action/organization_list,,2023-08-10
Modautal,municipality,Gemeinde Modautal,geoportal.de|GemeindeModautal,,,,,,064320013013,,Q551127,,,,,,2023-09-09
Moers,municipality,Moers,www.offenesdatenportal.de|moers,opendata.ruhr|moers,mcloud.de|StadtMoers,,http://offenedaten.moers.de/,2015-08,051700024024,,Q3132,KRZN,CKAN,https://www.offenesdatenportal.de/api/3/action/organization_activity_list?id=moers,,,2023-08-11
Monschau,municipality,Stadt Monschau,offenedaten.aachen.de|stadt-monschau,,,,,,053340020020,,Q200783,,,,,,2023-08-13
Monzelfeld,municipality,Ortsgemeinde Monzelfeld,daten.rlp.de|ortsgemeinde_monzelfeld,,,,,,072315001087,,Q654069,,,,,,2023-07-19
Märkischer Kreis,district,Märkischer Kreis,geoportal.de|MrkischerKreis,,,,,,05962,,Q5937,,,,,,2023-07-15
Mönchengladbach,municipality,Stadt Mönchengladbach,geoportal.de|StadtMnchengladbach,,,,http://offenedaten.moenchengladbach.de/,2015-05-11,051160000000,,Q2758,Stadt Mönchengladbach,TYPO3,,,,2023-05-30
Mühlhausen/Thüringen,municipality,Stadt Mühlhausen/Thüringen,geoportal.de|StadtMhlhausenThringen,,,,,,160640046046,,Q14925,,,,,,2023-08-11
Mülheim an der Mosel,municipality,Ortsgemeinde Mülheim an der Mosel,daten.rlp.de|ortsgemeinde_muelheim_an_der_mosel,,,,,,072315001090,,Q667192,,,,,,2023-05-30
Mülheim an der Ruhr,municipality,Stadt Mülheim an der Ruhr,opendata.ruhr|mulheim-a-d-ruhr,,,,http://open.muelheim-ruhr.de,2014-12-19,051170000000,,Q2899,Stadt Mülheim an der Ruhr,DKAN,https://geo.muelheim-ruhr.de/api/3/action/package_list,,,2023-05-30
München,municipality,Landeshauptstadt München,http://dcat-ap.de/def/contributors/landeshauptstadtMuenchen,opendata.bayern|muenchen,,,http://www.opengov-muenchen.de,2014-12-19,091620000000,,Q1726,,CKAN,https://www.opengov-muenchen.de/api/3/action/package_list,,,2023-09-30
Münchenbernsdorf,collectiveMunicipality,Verwaltungsgemeinschaft Münchenbernsdorf,geoportal.de|VerwaltungsgemeinschaftMnchenbernsdorf,,,,,,160765006,,Q146991,,,,,,2023-09-19
Münster,municipality,Münster (Westfalen),open.nrw|muenster,mcloud.de|OpenNRWMnster,,,https://opendata.stadt-muenster.de/,2019-09,055150000000,,Q2742,citeq,Drupal,https://opendata.stadt-muenster.de/api/3/action/package_list,https://opendata.stadt-muenster.de/api/3/action/group_list,https://opendata.stadt-muenster.de/catalog.xml,2023-05-30
Nationalparkverwaltung im Landesbetrieb für Küstenschutz， Nationalpark und Meeresschutz Schleswig-Holstein,stateAgency,Nationalparkverwaltung im Landesbetrieb für Küstenschutz， Nationalpark und Meeresschutz Schleswig-Holstein (LKN-NPV),geoportal.de|NationalparkverwaltungimLandesbetriebfrKstenschutzNationalparkundMeeresschutzSchleswigHolsteinLKNNPV,,,,,,,01,,,,,,,2023-08-15
Neckarsulm,municipality,Stadt Neckarsulm,www.daten-bw.de|stadt-neckarsulm,,,,,,081255008065,,Q488708,,,,,,2023-09-09
Nesse-Apfelstädt,municipality,Gemeinde Nesse-Apfelstädt,geoportal.de|GemeindeNesseApfelstdt,,,,,,160670087087,,Q282355,,,,,,2023-09-09
Nesseaue,collectiveMunicipality,Verwaltungsgemeinschaft Nesseaue,geoportal.de|VerwaltungsgemeinschaftNesseaue,,,,,,160675007,,Q315936,,,,,,2023-09-19
Nessetal,collectiveMunicipality,Gemeinde Nessetal und den zu erfüllenden Gemeinden,geoportal.de|GemeindeNessetalunddenzuerfllendenGemeinden,,,,,,160675053,,Q59775089,,,,,,2023-08-14
Neuenkirchen,collectiveMunicipality,Samtgemeinde Neuenkirchen,geoportal.de|SamtgemeindeNeuenkirchen,,,,,,034595404,,Q314658,,,,,,2023-07-28
Neuhaus am Rennweg,collectiveMunicipality,Stadt Neuhaus am Rennweg und der beauftragenden Gemeinden,geoportal.de|StadtNeuhausamRennwegundderbeauftragendenGemeinden,,,,,,160725051,,Q371158,,,,,,2023-08-14
Neumagen-Dhron,municipality,Ortsgemeinde Neumagen-Dhron,daten.rlp.de|ortsgemeinde_neumagen_dhron,,,,,,072315001092,,Q572352,,,,,,2023-07-19
Neuss,municipality,Stadt Neuss,geoportal.de|StadtNeuss,,,,https://ckan.www.open.nrw.de/organization/neuss,,051620024024,,Q2948,,,,,,2023-08-19
Neustadt an der Orla,collectiveMunicipality,Stadt Neustadt an der Orla und der beauftragenden Gemeinden,geoportal.de|StadtNeustadtanderOrlaundderbeauftragendenGemeinden,,,,,,160755050,,Q505196,,,,,,2023-08-14
Niederrhein,regionalNetwork,Niederrhein (Region),open.nrw|offenesdatenportal,,,,http://offenesdatenportal.de/,2015-04-16,,,,,CKAN,https://www.offenesdatenportal.de/api/3/action/package_list,https://www.offenesdatenportal.de/api/3/action/organization_list,https://www.offenesdatenportal.de/catalog.rdf,2023-02-05
Niedersachsen,state,Niedersachsen,http://dcat-ap.de/def/contributors/landNiedersachsen,,,,,,03,,Q1197,,,,,,2023-02-06
Niederzier,municipality,Niederzier,offenedaten.kdvz-frechen.de|niederzier,offenedaten.kdvz.nrw|niederzier,,,http://offenedaten.kdvz-frechen.de/group/niederzier,,053580048048,,Q200059,Stadt Köln,DKAN,,,,2023-08-27
Nienburg (Weser),district,Landkreis Nienburg/Weser,geoportal.de|LandkreisNienburgWeser,,,,,,03256,,Q5958,,,,,,2023-09-19
Nobitz,collectiveMunicipality,Gemeinde Nobitz und der beauftragenden Gemeinden,geoportal.de|GemeindeNobitzundderbeauftragendenGemeinden,,,,,,160775051,,Q542641,,,,,,2023-08-14
Norderstedt,municipality,Norderstedt,opendata.schleswig-holstein.de|norderstedt,geoportal.de|StadtverwaltungNorderstedt,mcloud.de|OpenDataSchleswigHolsteinNorderstedt,,https://opendata.schleswig-holstein.de/organization/norderstedt,,010600063063,,,Dataport,CKAN,,,,2023-08-11
Nordfriesland,district,Kreis Nordfriesland,opendata.schleswig-holstein.de|nordfriesland,geoportal.de|KreisNordfriesland,,,https://opendata.schleswig-holstein.de/organization/nordfriesland,,01054,,Q2937,,,,,,2023-07-28
Nordhausen,district,Landkreis Nordhausen,geoportal.de|LandkreisNordhausen,,,,,,16062,,Q7858,,,,,,2023-07-28
Nordhausen,municipality,Stadt Nordhausen,geoportal.de|StadtNordhausen,,,,,,160620041041,,Q7033,,,,,,2023-08-13
Nordkirche,other,Nordkirche,opendata.schleswig-holstein.de|nordkirche,,,,https://opendata.schleswig-holstein.de/organization/nordkirche,,,,Q265751,,,,,,2023-07-15
Nordrhein-Westfalen,state,Nordrhein-Westfalen,http://dcat-ap.de/def/contributors/openNRW,,,,https://open.nrw/,,05,,Q1198,Landesbetrieb Information und Technik Nordrhein-Westfalen (IT.NRW),Drupal,https://ckan.www.open.nrw.de/api/3/action/package_list,https://open.nrw/api/3/action/organization_list,https://ckan.www.open.nrw.de/catalog.xml,2023-02-05
Nordsachsen,district,Landratsamt Nordsachsen,geoportal.de|LandratsamtNordsachsen,,,,,,14730,,Q6301,,,,,,2023-07-28
Nortorfer Land,collectiveMunicipality,Amt Nortorfer Land,opendata.schleswig-holstein.de|amt-nortorfer-land,geoportal.de|AmtNortorferLand,,,,,010585864,,Q479728,,,,,,2023-09-09
Nottertal-Heilinger Höhen,collectiveMunicipality,Landgemeinde Nottertal-Heilinger Höhen und der beauftragenden Gemeinden,geoportal.de|LandgemeindeNottertalHeilingerHhenundderbeauftragendenGemeinden,,,,,,160645055,,Q71166816,,,,,,2023-08-14
Nörvenich,municipality,Nörvenich,offenedaten.kdvz-frechen.de|nörvenich,offenedaten.kdvz.nrw|nörvenich,,,http://offenedaten.kdvz-frechen.de/group/n%C3%B6rvenich,,053580052052,,Q200068,Stadt Köln,DKAN,,,,2023-08-27
Nürnberg,municipality,Stadt Nürnberg,http://dcat-ap.de/def/contributors/stadtNuernberg,,,,,,095640000000,,Q2090,,,,,,
Ober-Ramstadt,municipality,Stadt Ober-Ramstadt,geoportal.de|StadtOberRamstadt,,,,,,064320016016,,Q569633,,,,,,2023-08-13
Oberdürenbach,municipality,Ortsgemeinde Oberdürenbach,daten.rlp.de|ortsgemeinde_oberduerenbach,,,,,,071315004059,,Q643452,,,,,,2023-07-19
Oberes Sprottental,collectiveMunicipality,Verwaltungsgemeinschaft Oberes Sprottental,geoportal.de|VerwaltungsgemeinschaftOberesSprottental,,,,,,160775009,,Q46920,,,,,,2023-09-19
Oberhausen,municipality,Oberhausen,opendata.ruhr|oberhausen,,,,https://opendata.ruhr/organization/oberhausen,,051190000000,,Q2838,,,,,,2023-05-30
Oberhof,municipality,Stadt Oberhof,geoportal.de|StadtOberhof,,,,,,160660047047,,Q489215,,,,,,2023-08-13
Odenwaldkreis,district,Odenwaldkreis,geoportal.de|Odenwaldkreis,,,,,,06437,,Q7919,,,,,,2023-07-26
Oelde,municipality,Stadt Oelde,geoportal.de|StadtOelde,,,,https://www.o-sp.de/oelde/opendata.php,,055700028028,,Q2752,,,,,,2023-05-30
Ohrdruf,collectiveMunicipality,Stadt Ohrdruf und der beauftragenden Gemeinden,geoportal.de|StadtOhrdrufundderbeauftragendenGemeinden,,,,,,160675050,,Q502714,,,,,,2023-08-14
Oldenburg,municipality,Stadt Oldenburg (Oldb),http://dcat-ap.de/def/contributors/stadtOldenburg,,,,,,034030000000,,Q2936,,,,,,
Open Data Bund,portal,Open Data Bund,http://dcat-ap.de/def/contributors/openDataBund,,,,,,,,,,,,,,2023-05-21
OpenAgrar,federalAgency,OpenAgrar Repositorium der Forschungseinrichtungen des BMEL,http://dcat-ap.de/def/contributors/openAgrarRepositoriumDerForschungseinrichtungenDesBMEL,,,,,,,,,,,,,,
OpenData ÖPNV,other,OpenData-Plattform ÖPNV,open.nrw|opendata_oepnv,mcloud.de|OpenNRWOpenDataPNV,,,https://www.opendata-oepnv.de/,,,,,Verkehrsverbund Rhein-Ruhr AöR,CKAN,https://www.opendata-oepnv.de/api/3/action/package_list,https://www.opendata-oepnv.de/api/3/action/organization_list,,2023-07-15
Oppurg,collectiveMunicipality,Verwaltungsgemeinschaft Oppurg,geoportal.de|VerwaltungsgemeinschaftOppurg,,,,,,160755005,,Q760906,,,,,,2023-09-19
Osnabrück,municipality,Stadt Osnabrück,geoportal.de|StadtOsnabrck,,,,,,034040000000,,Q2916,,,,,,2023-08-13
Ostercappeln,municipality,Gemeinde Ostercappeln,geoportal.de|GemeindeOstercappeln,,,,,,034590029029,,Q566437,,,,,,2023-08-11
Ostholstein,district,Kreis Ostholstein,opendata.schleswig-holstein.de|kreis-ostholstein,,,,https://opendata.schleswig-holstein.de/organization/kreis-ostholstein,,01055,,Q2975,,,,,,2023-05-09
Ostrach,municipality,Gemeinde Ostrach,www.daten-bw.de|gemeinde-ostrach,,,,,,084370086086,,Q632770,,,,,,2023-09-30
Otterbach-Otterberg,collectiveMunicipality,Verbandsgemeinde Otterbach-Otterberg,daten.rlp.de|verbandsgemeinde_otterbach_otterberg,,,,https://daten.rlp.de/organization/verbandsgemeinde_otterbach_otterberg,,073355010,,Q2514006,,,,,,2023-05-30
Otterberg,municipality,Stadt Otterberg,daten.rlp.de|stadt_otterberg,,,,,,073355010035,,Q632266,,,,,,2023-07-19
Otzberg,municipality,Gemeinde Otzberg,geoportal.de|GemeindeOtzberg,,,,,,064320017017,,Q569095,,,,,,2023-09-09
Paderborn,municipality,Paderborn,open.nrw|paderborn,,,,,,057740032032,,Q2971,,,,,,2023-08-16
Paderborn， Amt für Geoinformation， Kataster und Vermessung,districtAgency,Kreis Paderborn， Amt für Geoinformation， Kataster und Vermessung,mcloud.de|KreisPaderbornAmtfrGeoinformationKatasterundVermessung,,,,,,,05774,,,,,,,2023-07-28
Papenburg,municipality,Stadt Papenburg,geoportal.de|StadtPapenburg,,,,,,034540041041,,Q14957,,,,,,2023-08-13
Parchim,municipality,Stadt Parchim,geoportal.de|StadtParchim,,,,,,130760108108,,Q559010,,,,,,2023-08-13
Parlamentsdatenbank Dokrates,stateAgency,DOKRATES,suche.transparenz.hamburg.de|dokrates,,,,,,,02,,,,,,,2023-07-24
Piesport,municipality,Ortsgemeinde Piesport,daten.rlp.de|ortsgemeinde_piesport,,,,,,072315001105,,Q375762,,,,,,2023-07-19
Pinneberg,district,Kreis Pinneberg,opendata.schleswig-holstein.de|kreis-pinneberg,geoportal.de|KreisverwaltungPinneberg,,,https://opendata.schleswig-holstein.de/organization/kreis-pinneberg,,01056,,Q3006,,,,,,2023-05-08
Pirna,municipality,Stadt Pirna,www.opendata.sachsen.de|StadtPirna,,,,,,146285229270,,Q6477,,,,,,2023-08-13
Pleißenaue,collectiveMunicipality,Verwaltungsgemeinschaft Pleißenaue,geoportal.de|VerwaltungsgemeinschaftPleienaue,,,,,,160775004,,Q37658,,,,,,2023-09-19
Potsdam,municipality,Landeshauptstadt Potsdam (LHP),datenadler.de|LandeshauptstadtPotsdamLHP,,,,https://opendata.potsdam.de/,2018-01-11,120540000000,,Q1711,OpenDataSoft,OpenDataSoft,https://opendata.potsdam.de/api/v2/catalog/datasets,https://opendata.potsdam.de/api/explore/v2.1/catalog/facets,,2023-08-27
Prüm,collectiveMunicipality,Verbandsgemeinde Prüm,daten.rlp.de|verbandsgemeinde_pruem,,,,,,072325006,,Q822400,,,,,,2023-07-18
Puderbach,collectiveMunicipality,Verbandsgemeinde Puderbach,daten.rlp.de|verbandsgemeinde_puderbach,,,,https://daten.rlp.de/organization/verbandsgemeinde_puderbach,,071385005,,Q519436,,,,,,2023-05-30
Ranis-Ziegenrück,collectiveMunicipality,Verwaltungsgemeinschaft Ranis - Ziegenrück,geoportal.de|VerwaltungsgemeinschaftRanisZiegenrck,,,,,,160755013,,Q879883,,,,,,2023-09-19
Recklinghausen,municipality,Recklinghausen,opendata.ruhr|recklinghausen,,,,https://opendata.ruhr/organization/recklinghausen,,055620032032,,Q3050,,,,,,2023-05-30
Recklinghausen,district,Kreis Recklinghausen,geoportal.de|KreisverwaltungRecklinghausen,,,,https://geoserver4.kreis-re.de/geonetwork/,,05562,,Q6214,,,,,,2023-05-30
Rees,municipality,Stadt Rees,geoportal.de|StadtRees,,,,,,051540044044,,Q243474,,,,,,2023-08-13
Regierungsbezirk Arnsberg,governmentRegion,Bezirksregierung Arnsberg,geoportal.de|BezirksregierungArnsberg,,,,,,059,,Q7924,,,,,,2023-07-29
Regierungsbezirk Detmold,governmentRegion,Bezirksregierung Detmold,geoportal.de|BezirksregierungDetmold,,,,,,057,,Q7923,,,,,,2023-07-29
Regierungsbezirk Düsseldorf,governmentRegion,Bezirksregierung Düsseldorf,geoportal.de|BezirksregierungDsseldorf,,,,,,051,,Q7926,,,,,,2023-07-29
Regierungsbezirk Köln,governmentRegion,Bezirksregierung Köln,geoportal.de|BezirksregierungKln,,,,,,053,,Q7927,,,,,,2023-07-29
Regierungsbezirk Münster,governmentRegion,Bezirksregierung Münster,geoportal.de|BezirksregierungMnster,,,,,,055,,Q7920,,,,,,2023-07-29
Regionalstatistik,federalAgency,Regionalstatistik,http://dcat-ap.de/def/contributors/regionalstatistik,,,,,,,,,,,,,,
Regionalverband Großraum Braunschweig,regionalNetwork,Regionalverband Großraum Braunschweig,geoportal.de|RegionalverbandGroraumBraunschweig,,,,,,,,Q231845,,,,,,2023-05-21
Regionalverband Ruhr,regionalNetwork,Regionalverband Ruhr,open.nrw|rvr,geoportal.de|RegionalverbandRuhr,,,https://opendata.ruhr/,2019-10-20,,,Q49849,,CKAN,https://opendata.ruhr/api/3/action/package_list,https://opendata.ruhr/api/3/action/organization_list,https://opendata.ruhr/catalog.rdf,2023-08-11
Reichenbach-Steegen,municipality,Ortsgemeinde Reichenbach-Steegen,daten.rlp.de|ortsgemeinde_reichenbach_steegen,,,,https://daten.rlp.de/organization/ortsgemeinde_reichenbach_steegen,,073355009501,,Q566948,,,,,,2023-05-30
Reinfeld,municipality,Stadt Reinfeld,opendata.schleswig-holstein.de|reinfeld,geoportal.de|StadtReinfeldHolstein,,,,,010620061061,,Q539463,,,,,,2023-09-09
Remagen,municipality,Stadt Remagen,daten.rlp.de|stadt_remagen,,,,https://daten.rlp.de/organization/stadt_remagen,,071310070070,,Q486548,,,,,,2023-05-30
Remptendorf,municipality,Gemeinde Remptendorf,geoportal.de|GemeindeRemptendorf,,,,,,160750134134,,Q529774,,,,,,2023-09-09
Remscheid,municipality,Stadt Remscheid,geoportal.de|StadtRemscheid,,,,,,051200000000,,Q3097,,,,,,2023-05-30
Rendsburg,municipality,Stadt Rendsburg,geoportal.de|StadtRendsburg,opendata.schleswig-holstein.de|rendsburg,,,,,010580135135,,Q490457,,,,,,2023-09-09
Rendsburg-Eckernförde,district,Kreis Rendsburg-Eckernförde,opendata.schleswig-holstein.de|rendsburg-eckernforde,,,,,,01058,,Q2967,,,,,,2023-05-08
Rheda-Wiedenbrück,municipality,Stadt Rheda-Wiedenbrück,geoportal.de|StadtRhedaWiedenbrck,,,,,,057540028028,,Q6896,,,,,,2023-05-30
Rhein-Erft-Rur,regionalNetwork,Rhein-Erft-Rur,open.nrw|rhein-erft-rur,,,,https://offenedaten.kdvz-frechen.de/,,,,Q6292,,,,https://offenedaten.kdvz.nrw/api/3/action/group_list,,2023-08-25
Rhein-Kreis Neuss,district,Rhein-Kreis Neuss,open.nrw|neuss,mcloud.de|OpenNRWNeuss,,,http://opendata.rhein-kreis-neuss.de/,2019-02-12,05162,,Q6253,OpenDataSoft,OpenDataSoft,https://opendata.rhein-kreis-neuss.de/api/v2/catalog/datasets,https://opendata.rhein-kreis-neuss.de/api/explore/v2.1/catalog/facets,,2023-08-29
Rheinböllen (ehemals),collectiveMunicipality,Verbandsgemeinde Rheinböllen,daten.rlp.de|verbandsgemeinde_rheinboellen,,,,https://daten.rlp.de/organization/verbandsgemeinde_rheinboellen,,,,Q631840,,,,,,2023-05-30
Rheine,municipality,Stadt Rheine,geoportal.de|StadtRheine,,,,,,055660076076,,Q3890,,,,,,2023-08-13
Rheingau-Taunus-Kreis,district,Rheingau-Taunus-Kreis,geoportal.de|RheingauTaunusKreis,,,,,,06439,,Q7907,,,,,,2023-07-28
